ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_Ex_00029,"To celebrate the 40th Sydney Festival, London-based photographer Eva Vermandel has brought the Festival's history to life with an evocative series of portraits premiering at UNSW Galleries. This exhibition was hosted at UNSW Galleries.",2016-01-23,,,Eva Vermandel: 40 Portraits,https://www.artdesign.unsw.edu.au/unsw-galleries/eva-vermandel-40-portraits,2016-01-07,Exhibition,
UNSW_GALLERIES_Ex_00030,"Group Therapy: Mental Distress in a Digital Age' offers artworks, design objects, and digital research, exploring connections between mental health and the values, political conditions, and technologies that structure our lives. Visitors are invited to consider their own relationships with technology and question how constant digital stimulation and distraction can serve to numb or exacerbate day-to-day anxieties. This exhibition was hosted at UNSW Galleries.",2017-11-11,,,Group Therapy: Mental Distress in a Digital Age,https://www.artdesign.unsw.edu.au/unsw-galleries/group-therapy-mental-distress-digital-age,2017-09-20,Exhibition,
UNSW_GALLERIES_Ex_00031,"Snoösphere' is an expansive, responsive art installation that you can smell, feel, touch and explore. It is designed and created in collaboration between Lull Studios and autistic artist Dawn-joy Leong and participating artists on the autistic spectrum, who bring to the work a uniquely enhanced sense of how spaces perform both sensorially and energetically. This exhibition was hosted at UNSW Galleries.",2017-11-11,,,Snoösphere,https://www.artdesign.unsw.edu.au/unsw-galleries/sno%C3%B6sphere,2017-09-20,Exhibition,
UNSW_GALLERIES_Ex_00032,"This exhibition is the culmination of Monika Behrens’ research into 17th-century Dutch still life, engaging with paintings as ‘thinking images’, rich with object relations. Within three distinct bodies of work focusing on subgenres of still life — floral, hunting trophies and pronk — Behrens discovers distinctive relationships between objects that move beyond narrative and symbolic readings. This exhibition was hosted at UNSW Galleries.",2017-08-26,,,Monika Behrens: Reimagining 17th-Century Dutch Still Life,https://www.artdesign.unsw.edu.au/unsw-galleries/monika-behrens-reimagining-17th-century-dutch-still-life,2017-08-11,Exhibition,
UNSW_GALLERIES_Ex_00033,"With this question in mind, Morgan Veness examines the act of collecting. Working across sculpture, installation and drawing, Veness is interested in repurposing found objects. 'Mr. Jizolarks’s Concrete Data' was created from the artist’s time living in Japan in 2016. This exhibition was hosted at UNSW Galleries.",2017-08-26,,,Morgan Veness: Mr. Jizolark’s Concrete Data,https://www.artdesign.unsw.edu.au/unsw-galleries/morgan-veness-mr-jizolark%E2%80%99s-concrete-data,2017-08-11,Exhibition,
UNSW_GALLERIES_Ex_00034,Paul Ogier works with photography to capture alternative views that offer new perspectives on Australian landscapes. 'Prohibited Zones: Australian Atomic Landscapes' is the culmination of research into former South Australian test sites established by the British Government at both Maralinga and Emu Field at the beginning of the Cold War (1953–63). This exhibition was hosted at UNSW Galleries.,2017-08-26,,,Paul Ogier: The Prohibited Zone,https://www.artdesign.unsw.edu.au/unsw-galleries/paul-ogier-prohibited-zone,2017-08-11,Exhibition,
UNSW_GALLERIES_Ex_00035,"From dioramas to dolls' houses, atomic models to cloud-chambers, mandalas to maquettes, 'A Working Model of the World' gathers together charismatic objects created to help us understand the world around us and imagine new possibilities. The exhibition explores the way models are used to create and share knowledge, and asks how we use models to contemplate, experiment, invent and teach. This exhibition was hosted at UNSW Galleries.",2017-07-22,,,A Working Model of the World,https://www.artdesign.unsw.edu.au/unsw-galleries/working-model-world,2017-05-05,Exhibition,
UNSW_GALLERIES_Ex_00036,"Curated by renowned Indigenous artist, curator and researcher Brenda L Croft in collaboration with the Kalkaringi community, 'Still In My Mind' explores notions of home, community and country connected to the Gurindji Walk-Off. The exhibition incorporates photographs, an experimental video installation, newly commissioned history paintings, contemporary and historical prints and drawings, textiles and found objects, digital platforms and archives, in a richly diverse exhibition that reveals the way Gurindji community members maintain cultural practices and kinship connections to keep this history present. This exhibition was hosted at UNSW Galleries.",2017-07-29,,,"Still In My Mind: Gurindji Location, Experience and Visuality",https://www.artdesign.unsw.edu.au/unsw-galleries/still-my-mind,2017-05-05,Exhibition,
UNSW_GALLERIES_Ex_00037,"Terms of Engagement: Examining the Rhetoric of Radicalisation' brings together recent works by Abdul Abdullah exploring the representation and perception of minorities, specifically Muslims, in contemporary society. This exhibition was hosted at UNSW Galleries.",2017-04-15,,,Abdul Abdullah: Terms of Engagement,https://www.artdesign.unsw.edu.au/unsw-galleries/abdul-abdullah-terms-engagement,2017-03-03,Exhibition,
UNSW_GALLERIES_Ex_00038,"Penelope Benton works collaboratively with artist and partner Alexandra Clapham. Their practice incorporates performance, installation and other ephemeral mediums to explore the concept of the tableau vivant. 'The Icing on the Cake' investigates the tensions of their collaborative practice both in relation to their art-making and relationship. This exhibition was hosted at UNSW Galleries.",2017-04-15,,,Penelope Benton: The Icing on the Cake,https://www.artdesign.unsw.edu.au/unsw-galleries/penelope-benton-icing-on-cake,2017-03-03,Exhibition,
UNSW_GALLERIES_Ex_00039,"In an immersive, 360-degree installation, 'EXIT' visually correlates global human migratory trends with urgent social and economic issues: increasing urbanisation, economic displacement, political disruption, climate change, natural disasters, and deforestation. Data gathered from over one hundred sources is geocoded, processed through a programming language, and presented visually by a rotating globe that translates statistics into maps, texts, and trajectories as it orbits the space. This exhibition was hosted at UNSW Galleries.",2017-03-25,,,EXIT,https://www.artdesign.unsw.edu.au/unsw-galleries/exit,2017-01-07,Exhibition,
UNSW_GALLERIES_Ex_00040,"Through site-specific and travel-led processes, Beth Dillon's practice inhabits tensions between heroic projections of mobility as a tool of individual transformation, freedom and resistance, and the concrete administrative, legal, political, economic and cultural conditions that shape the movements of contemporary travellers. This exhibition was hosted at UNSW Galleries.",2018-11-03,,,"Beth Dillon: Been There, Done That",https://www.artdesign.unsw.edu.au/unsw-galleries/beth-dillon-been-there-done-that,2018-09-29,Exhibition,
UNSW_GALLERIES_Ex_00041,"The Articulate Surface' centres on the retrospective activation of the painted surface using advanced imaging techniques such as X-ray and infrared, combined with physical erasure. By using these processes, Lehmann exposes latent information and brings together a range of actions that reverse or alter the conventional sequence of oil painting. This exhibition was hosted at UNSW Galleries.",2018-11-03,,,Chelsea Lehmann: The Articulate Surface,https://www.artdesign.unsw.edu.au/unsw-galleries/chelsea-lehmann-articulate-surface,2018-09-29,Exhibition,
UNSW_GALLERIES_Ex_00042,"David Eastwood creatively re-imagines the London-based studio of late painter Francis Bacon, now on permanent display in Dublin City Gallery The Hugh Lane. This exhibition was hosted at UNSW Galleries.",2018-11-03,,,David Eastwood: The Posthumous Studio,https://www.artdesign.unsw.edu.au/unsw-galleries/david-eastwood-posthumous-studio,2018-09-29,Exhibition,
UNSW_GALLERIES_Ex_00043,"Kynan Tan's practice investigates the materials, conditions, and relations of data through the creation of computer-generated artworks. Using data visualisation, 3D simulation, and audiovisual transductions, Tan questions the becoming-sensory of data. This exhibition was hosted at UNSW Galleries.",2018-11-03,,,Kynan Tan: Processing Data,https://www.artdesign.unsw.edu.au/unsw-galleries/kynan-tan-processing-data,2018-09-29,Exhibition,
UNSW_GALLERIES_Ex_00044,"Curated by renowned Indigenous artist, curator and researcher Brenda L Croft in collaboration with the Kalkaringi community, 'Still In My Mind' explores notions of home, community and country connected to the Gurindji Walk-Off. The exhibition incorporates photographs, an experimental video installation, newly commissioned history paintings, contemporary and historical prints and drawings, textiles and found objects, digital platforms and archives, in a richly diverse exhibition that reveals the way Gurindji community members maintain cultural practices and kinship connections to keep this history present. This exhibition was hosted at UNSW Galleries.",2018-10-14,,,"Still In My Mind: Gurindji Location, Experience and Visuality",https://www.artdesign.unsw.edu.au/unsw-galleries/still-my-mind-gurindji-location-experience-and-visuality-7,2018-09-07,Exhibition,
UNSW_GALLERIES_Ex_00045,"Design thinking is increasingly recognised as an essential tool for addressing the challenges of the 21st century. It refers to exploratory processes that involve experimentation, intuition and the prototyping and testing of models. 'Make Known: The Exquisite Order of Infinite Variation' presents ideas about creative design processes across a range of media and disciplines. This exhibition was hosted at UNSW Galleries.",2018-09-08,,,Make Known: The Exquisite Order of Infinite Variation,https://www.artdesign.unsw.edu.au/unsw-galleries/make-known,2018-07-28,Exhibition,
UNSW_GALLERIES_Ex_00046,"Local Colour: Experiments in Nature' features artists and designers with an interest in sustainable practices, local ecologies and an appreciation for the world’s natural resources. This exhibition was hosted at UNSW Galleries.",2018-09-28,,,Local Colour: Experiments in Nature,https://www.artdesign.unsw.edu.au/unsw-galleries/local-colour,2018-07-28,Exhibition,
UNSW_GALLERIES_Ex_00047,"Ritual Intimacy' is the first major survey of the work of leading Australian contemporary artist Christian Thompson. The multi-layered exhibition spans fifteen years of practice bringing together photography, video, sculpture, performance and sound works to explore notions of identity, race, sexuality and Australia's colonial history. Best known for his photographic self-portraits, Thompson examines the relationship between form and the body through a process of 'auto-ethnography'. This exhibition was hosted at UNSW Galleries.",2018-07-14,,,Christian Thompson: Ritual Intimacy,https://www.artdesign.unsw.edu.au/unsw-galleries/christian-thompson-ritual-intimacy,2018-05-04,Exhibition,
UNSW_GALLERIES_Ex_00048,"This exhibition unapologetically explores the contemporary Australian Muslim experience, through a series of contemporary works across a number of mediums. From the daily media beat-ups, to outright racist leadership taunts directed at Muslims, this modern day Orientalism relentlessly depicts Islamo-fascist terrorists, creeping Shariah and the fantasy of infantilised Muslim women. This exhibition was hosted at UNSW Galleries.",2018-07-14,,,Enough خلص Khalas: Contemporary Australian Muslim Artists,https://www.artdesign.unsw.edu.au/unsw-galleries/enough-%D8%AE%D9%84%D8%B5-khalas-contemporary-australian-muslim-artists,2018-05-04,Exhibition,
